polis_rank,bridging_rank,approval_rate,polis_score,bridging_score,comment
1,2,100.0%,0.984375,0.07343851342472174,"I hope we value green spaces, parks and farms in appropriate locations as much as industry"
2,1,100.0%,0.9841269841269841,0.07385415176269344,I hope BG still feels like a safe place to raise a family in 2050
3,3,100.0%,0.9838709677419355,0.0681832077564544,BG should continue to foster a spirit of collaboration.It’s our differentiator.
4,8,100.0%,0.9827586206896551,0.06372305674756822,I hope it can retain its southern hospitality
5,7,100.0%,0.9824561403508771,0.06502639037027896,"As bowling green grows, traffic shouldn’t become cluttered and slow."
6,13,100.0%,0.9811320754716981,0.05328268953972946,"Would like to see better road infrastructure around and inside town.As population increases, traffic increases creating delays & traffic jam"
7,30,100.0%,0.9782608695652174,0.04766197843371341,Maintain spirit of collaboration among government and community partners!
7,42,100.0%,0.9782608695652174,0.042097555714712145,I would like to see more outdoor activities for the community in BG
9,41,100.0%,0.9777777777777777,0.04227470259174353,Please continue advocating for revitalization Downtown and utilizing its existing neighborhoods’ input/education/history on projects.
10,54,100.0%,0.9772727272727273,0.037498357451845515,BG should continue collaborating with other KY cities to provide unique tourist/staycation-drive experiences showcasing our stories.
12,53,100.0%,0.9767441860465116,0.03756264714644583,"As BG welcomes folks from all over, we will share Kentucky traditions we want to keep and continue to build a distinctive BGKY culture."
12,46,100.0%,0.9767441860465116,0.04122357397690738,Downtown is just one piece of the overall county and we need to focus on ALL parts of BG/WC
12,66,100.0%,0.9767441860465116,0.03524541810783363,We need to invest in the jobs and infrastructure to build the right solutions to road management now before the growth hits us hard.
14,59,100.0%,0.975609756097561,0.036310203766984565,I would like to see BG be a place you can afford to live (affordable housing) and work.
15,70,100.0%,0.975,0.03466100480570441,Both existing roads should be improved & new roads constructed throughout the county to improve mobility to handle future growth
16,85,100.0%,0.9736842105263158,0.030673640661409183,Fountain Square will always be the heart of the City. But. It is ok for Downtown to continue growth from the WKU Hill to the Riverfront.
16,86,100.0%,0.9736842105263158,0.030362654803847217,"In 2050, our community continues to support the public library and the work they do to provide access to services and programming for all!"
18,97,100.0%,0.972972972972973,0.027848753193006073,Bowling green needs sidewalks and parking connecting neighborhoods to the city
19,117,100.0%,0.9705882352941176,0.02380517989657822,"BG will maintain its unique identity and NOT just be ""northern Nashville."""
20,168,100.0%,0.9666666666666667,0.016811032781040257,We should have creative / interesting tech jobs. Not all manufacturing focused.
20,5,98.3%,0.9666666666666667,0.0661665481856357,"I hope the BG of 2050 provides more ESL support to our international community, so they can become more integrated into our workforce."
22,9,98.2%,0.9661016949152542,0.06047690956923883,Existing unique character neighborhoods should be preserved as much as possible.
23,21,98.2%,0.9655172413793104,0.05095112447186257,BG will continue welcoming people from diverse perspectives who want to contribute to our community
24,4,98.2%,0.9649122807017544,0.06638859079914075,We should be open to new businesses expanding to our region as well as encouraging startups. Both can be true.
25,19,98.2%,0.9642857142857143,0.05137567986190293,"I want BG to feel welcoming to all who come here, including those who may not feel welcome now"
25,14,98.1%,0.9642857142857143,0.05254125300087197,I woild like to see Economic Development invest in more diversified businesses than just industrial recruitment.
28,29,98.1%,0.9636363636363636,0.04775339323227106,Would like to see greenways in scenic areas for safer walking and bike riding.
28,27,98.1%,0.9636363636363636,0.04831356406838866,Historic property should be preserved as best it can.
28,11,98.1%,0.9636363636363636,0.058705079478200514,I hope we preserve green space as we grow!
30,10,98.1%,0.9629629629629629,0.06039355019052778,BG should encourage a variety of housing styles
32,15,98.0%,0.9622641509433962,0.05245758904416453,BG should take stronger measures to encourage the revitalization or restoration of dilapidated historic properties
32,20,98.0%,0.9622641509433962,0.05118460388894499,I would love to see more public art.
32,44,98.1%,0.9622641509433962,0.04190509950644878,I would love to see a dedicated Arts & Entertainment District created in downtown Bowling Green.
34,186,100.0%,0.9615384615384616,0.01420211740446053,Consider connecting each park by Greenway trail for safer accessibility.
34,224,100.0%,0.9615384615384616,0.009095598918565925,I would like to see BG continue to embrace and develop diversity in our community.
36,49,98.0%,0.9607843137254902,0.04054675519408734,We need to expand or bolster public educational resources like the public library
37,37,97.9%,0.96,0.04390341316428737,"Still growing out of the December 2021 tornadoes, BG and Warren County combined should have a shared disaster preparedness plan."
38,31,97.9%,0.9591836734693877,0.047166562065299046,I would like to see diversified development on Exit 28 to enhance and beautify near one of our biggest draws - the National Corvette Museum
39,212,100.0%,0.9583333333333334,0.010114609318133162,Warren county has some of the most productive agriculture ground in the Commonwealth. I’d like to see some of it left/preserved in 2050.
40,50,97.8%,0.9574468085106383,0.03981986990508305,"Preserve the willingness to work together across entities, cultures, generations"
41,209,100.0%,0.9565217391304348,0.010235421864115106,Bowling Green will maintain its spirit of service leadership.
41,215,100.0%,0.9565217391304348,0.009649072112651898,Bowling Green will remain a place where you can move here from anywhere and make a difference.
43,65,97.6%,0.9545454545454546,0.035693593395130216,"We need more intentional and comprehensive visioning, innovative land-use planning, smart growth zoning to prevent uncontrolled sprawl."
44,69,97.6%,0.9534883720930233,0.03483841812309059,We need to embrace R&D and micro factories to encourage more innovation and entrepreneurism in the performance automotive.
46,235,100.0%,0.9523809523809523,0.007679597396998181,I would like to see growth in recruiting local restaurants and shops that have longevity rather than chains and fast food
46,89,97.5%,0.9523809523809523,0.029764298256693054,Ensure neighborhoods with highest transportation barriers have access to public transportation
46,96,97.5%,0.9523809523809523,0.02806504309979978,"Ensure BG is a national leader in meeting the 4 pillars of self-sufficiency: Transportation, Employment, Childcare and Housing"
48,6,96.7%,0.9516129032258065,0.06545916705996532,BG should continue to focus on parks and quality of life.
49,80,97.4%,0.9512195121951219,0.03135802464219448,Diversify our industry sectors!
50,239,100.0%,0.95,0.007548054262132241,Bowling Green will be known nationally for its focus on working to keep key stakeholders aligned and the ease of collaboration here.
50,258,100.0%,0.95,0.005548272675467682,Go Tops!
52,18,96.5%,0.9482758620689655,0.05167133341902647,"I’d like to see more farm-to-table restaurants here, especially given our agricultural strength"
53,88,97.2%,0.9473684210526315,0.03017876327828075,"Have more international cuisine options. More authentic restaurants (Mediterranean, Greek, Italian, Middle Eastern, African, Moroccan, etc.)"
55,22,96.4%,0.9464285714285714,0.05082899318927161,"I imagine that BG has a chance to be known for artists, like a haven outside of Nashville for creatives and academics"
55,28,96.3%,0.9464285714285714,0.04823450748173255,I would like to see both younger and diverse demographics included into the BG2050 discussion
55,33,96.3%,0.9464285714285714,0.046384722527566674,BG should be a talent attraction community where a variety of people want to live.
57,279,100.0%,0.9444444444444444,0.003990210061736346,Bowling Green will be a national model for focusing on the local instead of national culture wars.
57,23,96.2%,0.9444444444444444,0.050189639839596616,More affordable housing options
59,130,94.1%,0.9428571428571428,0.02103547419457488,"K-12 schools introduce our kids to the heart of our City thru Downtown access to public parks, spaces, events, and venues on field trips."
59,155,97.0%,0.9428571428571428,0.01881941610012947,Enough housing options for all income levels.
61,149,96.9%,0.9411764705882353,0.019672089990663923,More family friendly entertainment options.
62,58,95.8%,0.94,0.036440049521004,"Tourism, biz travel, & hospitality are important to our economy, saving locals thousands in tax dollars annually. Continue that education."
63,87,95.7%,0.9387755102040817,0.03021123146222287,"Cultural and art festivals (music, etc) should continue and increase in number and diversity, reflecting the community."
65,56,95.7%,0.9375,0.036580908371005375,Hope that people value and use the public transit system.
65,169,96.8%,0.9375,0.016113434821623075,"With the access to WKU, BG needs to have its own science museum (or another experiential museum)."
