polis_rank,bridging_rank,approval_rate,polis_score,bridging_score,comment
1,6,70.6%,0.5112179487179487,0.018089350062395638,"While the arguments for the raise in the minimum wage law have been trumpeted as being “anti corporate greed”, those larger companies are, ironically, the most able to pay for the increase in wages. This will hurt small businesses the most, and I don’t think the law’s provisions do enough to accommodate this."
2,4,73.0%,0.5,0.02119122654464229,This is a game changer. The myriad of unintended consequences it too complex to really understand; even for restaurant veterans.
3,9,69.9%,0.48148148148148145,0.015480879002819399,This is something that will impact SMB who cannot afford paying 15$/hour wage
4,5,68.5%,0.45553935860058314,0.01849987366505218,"At the very least, customers across the board are going to have to pay more to accommodate the new wage. Some people will be okay with that but I worry that customers will start spending less and going out less as they adjust to higher prices."
5,1,77.8%,0.44371822803195343,0.028603927923994934,"Given inflation, unless workers fight they are continually being pushed down. I think we’ll need to revisit these laws again and again to make sure the economy is working for poor families."
6,12,68.0%,0.4131944444444444,0.01324200277263531,"There seems to be a fallacy that instead of lining our richie-rich pockets, business owners will simply break off a little more for their employees. I’m an owner of a small business, and I barely get paid $15 an hour."
7,11,63.4%,0.36677115987460823,0.013297524222521114,It's just going to speed up the adoption of robotics in industries with unskilled or low-skilled workers.
8,8,61.2%,0.36339697169190255,0.01687946716651182,This will lead to robots.
9,25,63.4%,0.3589743589743589,0.002855608049330982,"One step towards a world where a basic minimum income will be the way developed nations must function as the need for human workers collapses vs populace that ""needs a job."""
10,16,55.7%,0.3577235772357723,0.009828930006011068,It's so high that it will definitely cost some needy people their jobs.
11,10,60.0%,0.34695340501792116,0.013522567208832574,"I don't think it's a bad thing but for smaller businesses, only the super strong will survive. It will mean that only owners who are willing and able to work every day at their own businesses to reduce labor costs will survive."
12,13,81.8%,0.33653846153846156,0.01196204082013504,Something needs to be done to address income inequality and this is a good if imperfect start
19,42,100.0%,0.3333333333333333,0.0,First piece of spam on polis!  Buy products now!
19,42,100.0%,0.3333333333333333,0.0,1406155523802
19,42,100.0%,0.3333333333333333,0.0,?
19,42,100.0%,0.3333333333333333,0.0,Awesome!
19,42,100.0%,0.3333333333333333,0.0,hola Lazaro
19,42,100.0%,0.3333333333333333,0.0,No entiendo!
19,42,100.0%,0.3333333333333333,0.0,Lazaro kiss me
19,42,100.0%,0.3333333333333333,0.0,"Edward Tufte talks about a ""supergraphic"". It's a chart or display that is so effective it causes people to ignore the speaker, but yet they totally get it. This is one of those."
19,42,100.0%,0.3333333333333333,0.0,I think it's whacky wonkey.
19,42,100.0%,0.3333333333333333,0.0,Really?
19,42,100.0%,0.3333333333333333,0.0,Hola
19,42,100.0%,0.3333333333333333,0.0,I am yours
19,42,100.0%,0.3333333333333333,0.0,Poop.
19,42,100.0%,0.3333333333333333,0.0,the sky is blue
27,15,58.8%,0.3231292517006803,0.010597401305106008,I imagine new businesses opening will run counter operations where guests grab their own silverware and bus their own tables.
28,27,51.6%,0.32,0.001366136331015965,"It's possible benefits may be cut in exchange for higher wages, along with other benefits. Worth it?"
29,3,68.0%,0.28356481481481477,0.022380690758885925,"Paying $15/hour to tens of millions of workers around the country will increase the amount they and their families can spend on goods and services, which would provide a huge boost to the economy."
30,19,58.6%,0.28125,0.008157366177189885,Guaranteed minimum income! Remove all the specific programs!
31,2,74.5%,0.2798191068400226,0.028589549231284688,It’s called a ‘living wage’ for a reason - there shouldn’t be a debate about the ethics of the law. Anyone who has done the math knows that it’s impossible to pay rent and bills on the present minimum wage.
32,20,67.3%,0.27039627039627034,0.006254824634924518,"Businesses, small or large, shouldn't be able to pay workers anything below a livable wage. Why should we subsidize businesses that depend on inadequate wages? If a business's product is good, then this shouldn't be a challenge."
37,42,100.0%,0.25,0.0,Not sure I believe any of this...
37,42,100.0%,0.25,0.0,Hello.
37,42,100.0%,0.25,0.0,I think it is cool
37,42,100.0%,0.25,0.0,So confused.
37,42,100.0%,0.25,0.0,Did I write something?
37,42,100.0%,0.25,0.0,Does this mean at the majority of he folks in the back agree and the front disagree??
37,42,100.0%,0.25,0.0,I don't get it
37,42,100.0%,0.25,0.0,15 an hour cuz everyone needs more weed
37,42,100.0%,0.25,0.0,Foo!
37,42,100.0%,0.25,0.0,foo
43,28,47.1%,0.24545454545454543,0.0012603099878417642,Minimum wage will not just lead to robots. Minimum wage will lead to unionized robots. And that's a good thing.
44,23,56.4%,0.23611111111111113,0.0043604800771933645,"Higher wages makes it super hard for small businesses to survive.  In effect, mom and pop coffee shops with disappear."
45,7,66.3%,0.22169811320754718,0.017836387749338236,"During the campaign, I found out that 75% of minimum-wage workers are 20 or older. I think it’s the right thing to do to bring higher incomes to this group of people."
46,21,44.3%,0.2104761904761905,0.006186531643424762,"I think there are better ways to implement this. For instance, what about subsidies"
47,22,41.9%,0.17391304347826086,0.0043648580335808145,This will cause small businesses to go out of business.
48,17,48.9%,0.14235624123422158,0.008619773494417225,Reactionary liberal trash. Doesn't solve the problem. It's a systemic problem and this solution is like a band aid on a broken leg.
49,24,34.2%,0.11594202898550725,0.003457446042732471,$15 min wage will lead to inflation. Higher income population is penalized for this reason and therefore I don't think it is fair.
50,30,32.4%,0.10869565217391305,0.0005472877052392317,I agree. The small business will need to make poverty fashionable
51,18,47.7%,0.10788690476190473,0.00835442696449149,"I think it is unlikely that companies will raise prices, as they still have to remain competitive in the market. I think it is more likely that companies will have less profits and I’m ok with that."
52,14,54.1%,0.08204768583450207,0.011137953064765733,Good move. Will boost econy here
53,29,35.0%,0.06666666666666667,0.0007875881376039252,the minimum wage should $25 per hour
54,26,27.1%,0.04235880398671095,0.0018852081878417677,This is cool! I say hike it up to $20
