polis_rank,bridging_rank,approval_rate,polis_score,bridging_score,comment
1,3,94.7%,0.7981451172940535,0.17483833115750513,We need more public debate about the UBI including wider discussion of how we should gather and employ our nation’s financial resources
2,8,95.7%,0.7954545454545455,0.15546854767399393,We need to streamline the inefficiency and wasteful bureaucracy of our current tax and benefits systems.
3,2,97.4%,0.7116883116883117,0.17644591555404773,"The vast majority of New Zealanders believe in the value of work and desire to be a valued, respected and contributing member of society in some way."
4,13,92.6%,0.6807272727272728,0.12651892496385614,We must ensure the political and economic upheaval of a transition to a universal basic income is not used by interest groups and idealogues to further subvert the welfare state.
5,35,94.0%,0.668693009118541,0.01971566543544004,With unemployment projected to reach 40% in the next 10 - 20 years we need something in place ready for that to happen
6,21,72.4%,0.6370272063702721,0.09843944368224179,I am currently working
6,22,72.2%,0.6370272063702721,0.09546268349619859,I am male
8,6,96.0%,0.5376062786134728,0.15871022495658604,A UBI could improve the bargaining positions of the most vulnerable workers by giving them more power to leave or negotiate.
9,1,95.6%,0.5343228200371057,0.18325071798321768,NZ needs a new system that better guarantees the welfare of the least well off and those facing insecure work conditions.
10,7,95.2%,0.5295288652952886,0.15569213770324253,The Government must respect our ‘economic rights’ to have the means to access basic necessities set out in the UN declaration of Human Rights 1948.
11,20,76.4%,0.508641975308642,0.09844835926064044,I live in a city
12,5,94.7%,0.486013986013986,0.16359795082936385,Direct contributions to GDP through paid work are a poor measure of people’s overall value to our society and economy.
13,15,90.4%,0.4642857142857143,0.11903062087989284,The increase of the basic income over time should be linked to economic and productivity gains on top of inflation indexation in order to more fairly share the wealth of the growing economy.
14,18,83.0%,0.4593301435406698,0.10647169479749155,A UBI must not completely replace the current welfare system as there are still vulnerable people in need of additional support.
15,4,94.9%,0.4109589041095891,0.17059277830505917,"A Universal Basic Income would better facilitate and recognise unpaid work such as care for the elderly, children, disabled people or other volunteer work which benefits society."
16,36,89.1%,0.39495798319327724,0.018204766951823777,We should encourage reduced working hours and job sharing alongside UBI so that employment is more equitably spread and the UBI supplements wages.
17,25,85.7%,0.3898635477582846,0.08150153894535797,A universal basic income must be set at a level that matches the current allowances of the worst off so that means tested benefits can be eliminated to save on administration costs of WINZ.
18,27,80.5%,0.38461538461538464,0.07264795478049169,The actual cost of universal basic income to the taxpayer is their increase in tax payments minus what they receive back in basic income payments.
19,23,90.5%,0.34206471494607094,0.09154565446490874,A UBI could contribute to the ‘degrowth’ agenda by promoting community development and more localised economies.
27,61,100.0%,0.3333333333333333,0.0,"Everyone deserves the opportunity to better themselves, but greed is an addiction. Let's stop debating 'min wage' and discuss a 'max wage'!"
27,61,100.0%,0.3333333333333333,0.0,There are ways to fund a UBI apart from tax e.g. some sort of  government quantatitive easing as in Bill Mitchell's Modern Monetary Theory
27,61,100.0%,0.3333333333333333,0.0,Society is equally indispensable in the creation of economic wealth as the initiating party in all cases.
27,61,100.0%,0.3333333333333333,0.0,"Assuming that the NZ economy produces enough to support all New Zealanders, a UBI seems the fairest way to provide that basic support."
27,61,100.0%,0.3333333333333333,0.0,With UBI people's contribution to communities and the society as a whole will increase rather than decrease
27,61,100.0%,0.3333333333333333,0.0,It is possible that provision of a UBI could be done in a manner which does not increase overall government expenditure.
27,61,100.0%,0.3333333333333333,0.0,"UBI has clear benefits, but also risks, like most major policy decisions. We should go ahead with it and plan to manage risks that arise."
27,61,100.0%,0.3333333333333333,0.0,With unemployment projected to reach 40% in the next 10 - 20 years we need something in place ready for that to happen.
27,61,100.0%,0.3333333333333333,0.0,Streamlining the inefficiency and wasteful bureaucracy of our current tax and benefits system will not solve the underlying social problems
27,61,100.0%,0.3333333333333333,0.0,A Sovereign Money System would mean that a UBI would actually become the funding for the economy.
27,61,100.0%,0.3333333333333333,0.0,People want jobs. UBI needs to be accompanied by shared work for all newly advertised positions. UBI is then a supplement to half a job.
27,61,100.0%,0.3333333333333333,0.0,"Continually develop budget so: 1, UBI is well funded; 2, wastage on addictions is avoided."
27,61,100.0%,0.3333333333333333,0.0,Automation and artificial intelligence are going to devastate the job market. Employment will no longer be an option for most people.
27,61,100.0%,0.3333333333333333,0.0,A UBI that covers the basics will have a positive effect. It will help rebuild communities throughout the country and encourage sharing.
27,61,100.0%,0.3333333333333333,0.0,I have advocated for some time that the minimum wage needs to be increased substantially. I now realise a UBI is a much better way.
35,10,93.9%,0.32835820895522383,0.14019815995496845,The elimination of the inefficiencies of the current benefit system would at least partially offset spending required for a UBI.
36,40,88.5%,0.3125,0.014174222911309549,"UBI has clear benefits, but like most major policy decisions it also has risks. This does not mean we should not go ahead with it, but that we need to plan to manage any risks that arise."
37,34,43.0%,0.30803080308030806,0.020995164114629795,UBI combined with economic austerity and welfare cuts could mean that individuals are left to pay for essential services (eg housing) at fluctuating market rates and have even less purchasing power.
38,44,85.7%,0.2991452991452991,0.009565919797852892,"We should adopt these four steps recommended by BINZ to progress a UBI:
1. Replace the jobseekers benefit with an income neutral UBI; 2. index this UBI by inflation, growth, and increases in productivity; 3. introduce a kids' basic income; 4. expand on the Government's voluntary relocation scheme to make replacing the accommodation supplement more feasible in the future."
39,31,48.0%,0.2805755395683453,0.03572980503696868,I am 30 years of age or older but less than 55
40,9,94.0%,0.26877470355731226,0.14080617216846336,Under a UBI the stigma of income support would be reduced as more people would see it as practical to their own financial security.
41,50,57.9%,0.2571428571428571,0.00358422104988168,UBI would need to be adequately funded to include investment into treatment of addictions.
42,17,89.8%,0.2558139534883721,0.11068808183095386,A good UBI policy would be one in which people have more expendable income as this will benefit the local economy and small businesses.
43,29,74.4%,0.25409836065573765,0.06375336749379394,UBI should not be funded by higher personal income taxes but rather by targeting tax avoiders and extractive users of our shared common resources.
44,37,51.1%,0.25308641975308643,0.01767914442347005,Focusing resources on UBI rather than on pooled risk-sharing mechanisms will encourage people to provide for themselves with their income rather than promoting social solidarity.
46,61,100.0%,0.25,0.0,So dumb really is if it happens then i will just quit my job and do nothing all day kinda like people on welfare
46,61,100.0%,0.25,0.0,Government control
46,61,100.0%,0.25,0.0,A UBI might be a citizens' dividend distributed from 'rent' (not 'tax') paid by owners of private property for their use of social capital.
46,71,0.0%,0.25,nan,People with an unconditional income would make more rational decisions because they would not live under the threat of absolute destitution.
49,12,90.8%,0.2391304347826087,0.13356176987607343,The financial security of a UBI would give the least well off a better chance to climb the economic ladder.
50,30,51.8%,0.23255813953488372,0.04097656773151585,I live in a town
51,49,62.5%,0.19591836734693877,0.004247894022156591,UBI could be funded by some form of government quantitative easing rather than by taxes.
52,16,90.7%,0.18947368421052635,0.11157591394230217,A Universal Basic Income will be necessary to protect millions of working people from the worst effects of insecure employment caused by new technology.
53,32,45.1%,0.18045112781954886,0.03290023601491566,I am receiving or have received some form of WINZ allowance
54,14,91.8%,0.1750841750841751,0.12217146051171619,People with an unconditional income would make more rational and sensible decisions because they would not live under the threat of absolute destitution.
55,28,78.2%,0.1641025641025641,0.06687985494355768,"Universal Basic Income should be funded by cuts to harmful spending such as military budgets, subsidies to agribusiness and the fossil fuel industry."
56,11,92.0%,0.16190476190476188,0.13801613210639355,An unconditional income support system would eliminate the problem of people who fall through the cracks of the current complicated and conditional benefit system.
