polis_rank,bridging_rank,approval_rate,polis_score,bridging_score,comment
1,9,99.0%,0.8938640132669983,0.14557525153086817,The Land Bank should operate with transparency.
2,2,92.8%,0.8328508700601724,0.350108252644926,My primary residence is in the San Juan Islands.
3,1,92.9%,0.8084829838517287,0.35279240371792736,I’m registered to vote in San Juan County.
4,105,96.7%,0.7336589030803907,0.013771377121139976,Thoughtfully structured access to Land Bank lands is compatible with preserving the natural habitat.
5,3,88.2%,0.7285737518295659,0.31872546330210333,I own real-estate in the San Juan Islands.
6,115,93.0%,0.6857366771159875,0.010933032885746747,The Land Bank would benefit from a visible and engaging leader who builds strong relationships with a wide variety of island groups.
7,4,95.1%,0.6779417526446387,0.186995899610546,The Land Bank should always take into consideration care/maintenance of wetlands and soils.
8,26,89.8%,0.6779259259259258,0.1010658754989279,The Land Bank should not use our tax dollars to subsidize trucked-in (non eco-friendly) fertilizers.
9,44,89.8%,0.6718750000000001,0.06883858475509556,The LB needs to consider soil health as the guiding principle of it's agricultural lands.
10,6,94.6%,0.6687726260094682,0.15456565870941877,It is important for the Land Bank to be responsive to community ideas.
11,49,82.7%,0.6558335281739537,0.0662508297202459,There should be term limits for Land Bank Commissioners.
12,55,93.4%,0.6519274376417235,0.05754108175743644,The Land Bank should work actively with community trails organizations to enhance the county's trail network and appropriate public access.
13,154,96.2%,0.6222222222222222,0.002202717440502289,Hold meetings at times when a greater diversity of community members than is currently able to attend can participate.
14,7,94.7%,0.617353001188233,0.1535546667138429,"Preservation of land helps to guarantee that people, seven generations from now, will have open space and biodiversity"
15,10,92.1%,0.6002363089912129,0.14529961160186775,There is value in pure preservation not all land should be occupied by humans
16,15,88.1%,0.5550585324069668,0.13101001710318866,Mountain biking should remain only a minor component of Land Bank recreational opportunities.
17,18,92.0%,0.5533396644507754,0.12822142759677943,"Natural resource stewardship  should be central to all land bank property management, whether primarily in ag, recreation or habitat uses"
18,5,93.0%,0.5301942567567568,0.16119259325488094,Protecting land for native plants and animals should remain a key part of the Land Bank's mandate and work.
19,32,89.4%,0.48694104560622914,0.08919395706030042,Farmable soils and associated water must be protected and improved to mitigate climate change and provide for food security in the future.
20,38,87.4%,0.4821718931475029,0.079244825335707,Food miles matter.  Food from local island farms is a great way to reduce carbon emissions.
21,112,76.4%,0.47232142857142856,0.01150854714959066,Land Bank leadership should incorporate public opinion before taking any actions with public funds.
22,168,94.1%,0.46753246753246747,0.0008448943241688962,The Land Bank should pursue its stated mission of preserving cultural landscapes for all ancestral tribes equitably.
23,166,94.7%,0.46428571428571425,0.0009326024933907973,San Juan Island County needs data reported on projected development and how it may/will impact Land Bank areas.
24,12,90.1%,0.46211687878354546,0.13792399969602231,Allowing local students access to Land Bank properties is important.
25,33,85.4%,0.4595959595959596,0.08766316726730047,We need to strike a balance between conservation and sustainable agricultural practices.
26,43,88.0%,0.45253759398496246,0.07242560797850783,The Land Bank should put more effort into protecting water resources.
27,50,86.8%,0.44716466131907306,0.06378459712201826,The Land Bank needs to maintain water rights and long term agricultural viability of it's agricultural lands.
28,8,89.3%,0.4463552903255705,0.15083621562880892,Preserves and trails benefit everyone.
29,14,90.8%,0.4396164021164021,0.13490810494430688,The Land Bank is important in preserving climate resiliency.
30,23,88.5%,0.4331078131820166,0.1123397337590461,There is too much development happening in the islands
31,21,91.0%,0.4308895405669599,0.12075049346916396,"Land Bank Preserves offer peace and solitude, especially for people living in smaller neighborhoods."
32,60,93.1%,0.4206458174421561,0.048091962309468314,"The Land Bank, by preserving properties and easements, helps to mitigate the effects of ""build out""  in the county."
