polis_rank,bridging_rank,approval_rate,polis_score,bridging_score,comment
1,45,98.7%,0.9015299479166666,0.015210441469125245,Produkte sollen (wieder) reparabel sein
2,218,100.0%,0.8931623931623931,0.0007176853886702914,Abfallgesetzgebung: Re-use (Upcycling) vor Ort ermöglichen (derzeit = Entnahme vom Müllcontainer = Diebstahl)
3,147,97.4%,0.8811188811188813,0.0016489564283152108,"Rückverlagerung der Produktion ( z.B Medikamente, Bekleidung…) nach Österreich, bzw. in die EU um unabhängig z.B  von China zu sein."
4,19,96.9%,0.8774614065180103,0.03440910620144128,Wasser ist ein öffentliches Gut! Gegen jegliche Privatisierung des Lebensmittels Wasser!
5,250,100.0%,0.8648648648648649,0.0004824812168625116,Abwärme von Produktionsprozessen nutzen für Fernwärme oder zur Warmwasserbereitung.
6,173,98.5%,0.8418367346938774,0.0013067112172664016,Label für Reparaturfähigkeit von Geräten
7,24,96.6%,0.8405365126676602,0.029277439919843,"Praktischer Klimaschutz: Keine Dosen, Flaschen und Fast Food Abfälle in den Straßengraben und ins Gelände"
8,71,95.6%,0.8351515151515152,0.006604292593102276,Ein vernünftiges Konsumverhalten muss nicht umweltschädlich sein und führt zu mehr Lebenszufriedenheit. Konsum mit Maß und Vernunft!
9,63,97.6%,0.8344827586206897,0.00779465094589235,Entwicklung von umweltfreundlichen Produktionsmethoden wieder an unseren FH´s und Unis.
10,6,96.8%,0.8327630453378957,0.05281575618662283,"Strengere Regeln gegen geplante Obsoleszenz, für Reparierbarkeit der Produkte."
11,168,98.6%,0.8322824716267339,0.0013997947506373407,"Verantwortungsvoller Umgang mit elektr. Geräten! Ich brauche nicht jede/s/n neue  Smartphone,Spielekonsole,etc. (Transport, Rohstoffe, Müll)"
12,144,97.6%,0.8229715489989462,0.001739274752804951,Alle nachweislichen Aktivitäten zur Lebensdauerverlängerung von Konsumgütern gehören intelligent gefördert.
13,21,97.2%,0.8207056101792943,0.03175899080201774,"Die gesetzliche Gewährleistung sollte deutlich ausgedehnt werden, um die Herstellung langlebigerer Produkte notwendig zu machen."
14,52,97.3%,0.8181114551083591,0.00990935044315448,technisch mögliche Mindestnutzungsdauer von technischen Geräten muss vom Produzenten auch gewährleistet werden
15,284,96.6%,0.805,0.0002446036601983935,Bio Brennstoffe aus Abfallverwertung können einen wertvollen Beitrag leisten.
16,65,96.4%,0.803951367781155,0.007659390039440906,"Jede Firma die Produkte in Umlauf bring muss sich Gedanken machen, wie diese nach Lebensdauer recycled werden können, und Anleitungen dazu"
17,219,98.1%,0.8,0.0007034980426221238,Mülltrennung dringend für alle Bundesländer harmonisieren
18,33,96.2%,0.7911617961511048,0.023831380302394803,"Verbot geplanter Obsoleszenz. Verpflichtende leichte Reparierbarkeit und (zB Akkutausch) u. Offenlegung von Schalt-, Bauplänen, u. Software"
19,35,95.9%,0.7866666666666666,0.023499419067372455,Transport von Lebendtieren über lange Strecken muss verboten werden (Vom Bauer bis zum nächsten Schlachthof muss ausreichen)
20,107,92.2%,0.7863247863247864,0.0035451206702087593,"Die Ideologisierung des wichtigen Themas ""Klimaschutz"" für politischen Missbrauch muss verhindert werden."
21,211,98.3%,0.7851851851851852,0.0008966915586262599,"Auch andere regionale Produkte anbieten (Möbel, Kleidung, Schuhe etc.) nicht nur regionale Lebensmittel."
22,3,96.7%,0.7816952868103764,0.06390855901694995,"Klimarat: Bereits versiegelte, d.h. betonierte Flächen, sollen durch Anlagen zur erneuerbaren Energiegewinnung mehrfach genutzt werden – zum Beispiel Parkplätze von Einkaufszentren."
23,248,97.6%,0.7771428571428571,0.0004957862473996389,Baumaterial von Baustellen und Abbruchhäusern recyclen und wieder verwenden.
24,126,97.9%,0.7763605442176871,0.002178690727252477,"Zwecks Nachhaltigkeit und Sicherheit sollten Hersteller verpflichtet werden, viele Jahre lang Sicherheitsupdates für ihre Geräte anzubieten."
25,142,97.6%,0.7749510763209393,0.001780632047320106,Müllvermeidung! Die Verpackungsindustrie/Handel muss auf ökologisch verträgliche Produkte umstellen. Lenkung durch gesetzliche Vorgaben!
26,163,97.4%,0.7736263736263737,0.0014322758284114,Verbot geplanter Obsolenz. Mehr Reparaturwerkstätten fördern.
27,121,96.0%,0.7724137931034484,0.0022285932532846455,"Produkte die durch nachgewiesene technische Features eine kürzer Lebensdauer haben als  möglich, verlieren die CE Zulassung."
28,275,96.8%,0.768,0.00029819802611861444,Vorratsdatenspeicherung im Servern und Krypto Währungen verursachen unglaublich hohen unnötigen Stromverbrauch. Sofort stoppen!
29,34,95.4%,0.7666666666666666,0.023571464173900433,Menschen nicht über ihren Konsum definieren! Gegen den  ständigen Neu-Kauf von Produkten.  Abgelaufene Lebensmittel vergünstigt anbieten.
30,55,96.2%,0.7642679900744417,0.008871505837398253,Mehr Verbraucherschutz: Produkte dürfen nur nach eingehender Kontrolle als nachhaltig bezeichnet werden.
